"","playerID","LOS","recent_year","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","SO","BB","IBB","HBP","SH","SF","GIDP","inducted"
"150","andermi01",9,1979,80.1111111111111,165.555555555556,17.6666666666667,40.7777777777778,7.44444444444444,1.22222222222222,3.11111111111111,14.8888888888889,0.888888888888889,1.33333333333333,38.1111111111111,17.8888888888889,2.77777777777778,0.444444444444444,0.777777777777778,1.44444444444444,3.55555555555556,"N"
"151","andersp01",1,1959,152,477,42,104,9,3,0,34,6,9,53,42,1,1,5,2,15,"N"
"153","andinro01",10,2016,48.1,134.4,15.9,31.3,5.8,0.1,1.8,9.7,2.4,1.2,31.3,11.3,0.2,0.6,2.1,0.7,4.2,"N"
"154","andremi01",9,1973,99.2222222222222,346.222222222222,49,89.2222222222222,15.5555555555556,0.444444444444444,7.33333333333333,35.1111111111111,2,2.77777777777778,43.3333333333333,50.8888888888889,1.33333333333333,1.77777777777778,8,2.55555555555556,5.55555555555556,"N"
"155","andrero01",5,1979,98.6,290.8,34.8,73,6,3,0.6,18.2,6.6,3.2,24.2,29.6,1.2,0,5.4,2.4,7,"N"
"156","andresh01",8,2002,71.125,213,24.5,46.875,9.5,0.5,10.75,32.875,0.875,1.25,64.375,23.875,2.125,0.875,0.375,2.375,4.375,"N"
"157","andrest01",5,1945,14,29.8,2.2,6.4,0.4,0.2,0.2,2.4,0.4,1,3.2,1.6,1,0.2,0,1,0.6,"N"
"160","ankieri01",13,2013,50.2307692307692,147.769230769231,20,35.5384615384615,7.76923076923077,0.769230769230769,5.84615384615385,19.3076923076923,1.61538461538462,0.923076923076923,42.6923076923077,12.4615384615385,1,0.923076923076923,0.615384615384615,0.923076923076923,2.38461538461538,"N"
"161","anthoer01",10,1997,68.2,199.9,24.9,46.2,8.1,0.8,7.8,26.9,2.4,1.4,49.1,21.7,2.2,0.5,0.3,1.9,3.4,"N"
"162","antonjo01",3,1945,45,176,16.6666666666667,44.3333333333333,9.33333333333333,0.666666666666667,0.333333333333333,9.66666666666667,0.333333333333333,1,9.66666666666667,8,1,0.666666666666667,2,1,4.66666666666667,"N"
"163","aokino01",8,2017,94.875,339.5,47.125,96.75,16.875,2.75,4.125,27.375,12.25,5.5,32.25,29.25,0.375,6,3.75,1.875,6.125,"N"
"164","aparilu01",18,1973,144.5,568.333333333333,74.1666666666667,148.722222222222,21.8888888888889,5.11111111111111,4.61111111111111,43.9444444444444,28.1111111111111,7.55555555555556,41.2222222222222,40.8888888888889,1.22222222222222,1.5,8.94444444444444,4.22222222222222,10.2222222222222,"Y"
"165","applepe01",17,1945,20.1764705882353,22,1.76470588235294,5.11764705882353,0.470588235294118,0.411764705882353,0,2,0,0.176470588235294,3.88235294117647,0.470588235294118,0.764705882352941,0,0.705882352941177,0.764705882352941,1.52941176470588,"N"
"166","applilu01",20,1950,121.1,442.8,65.95,137.45,22,5.1,2.25,55.8,8.95,5.4,26.4,65.1,1,0.55,3.7,1,7.8,"Y"
"168","archdma01",3,1925,42.3333333333333,128,28,42.6666666666667,4.66666666666667,1.33333333333333,0,9.66666666666667,4.33333333333333,3.33333333333333,13,16,1,1.33333333333333,4.33333333333333,1,3,"N"
"169","archeji01",14,1918,60.5,189,17.5714285714286,47.1428571428571,7.57142857142857,2.42857142857143,1.14285714285714,21.1428571428571,2.57142857142857,1.35714285714286,20.2142857142857,8.85714285714286,1,1.35714285714286,6.64285714285714,1,3,"N"
"170","archige01",4,1946,30.25,105.25,12.5,28.75,6,1,0.75,13.25,2.5,1,11.75,9.25,1,0.25,0.5,1,3.75,"N"
"171","arciafr01",1,2018,41,103,10,21,5,0,6,23,1,0,27,1,0,2,0,0,4,"N"
"172","arciajo01",3,1970,97.6666666666667,205,26,44,8,2,0.333333333333333,11.6666666666667,5.66666666666667,4.33333333333333,35.6666666666667,9.66666666666667,0.333333333333333,3,3,0,3.33333333333333,"N"
"174","arciaos01",7,2016,41.1428571428571,140.428571428571,14.7142857142857,33,5.71428571428571,0.857142857142857,6.28571428571429,18.7142857142857,0.428571428571429,0.714285714285714,48.4285714285714,10.8571428571429,1.14285714285714,1.85714285714286,0,0.428571428571429,1.85714285714286,"N"
"175","ardoida01",6,2008,27.5,70.5,8.33333333333333,14.5,2.83333333333333,0.166666666666667,1.33333333333333,5.83333333333333,0.333333333333333,0.166666666666667,20.6666666666667,7,0.666666666666667,2.16666666666667,1.33333333333333,0.333333333333333,2.16666666666667,"N"
"177","arencjp01",6,2015,77.8333333333333,262.166666666667,28.1666666666667,55.5,11.1666666666667,0.666666666666667,13.3333333333333,40.8333333333333,0.333333333333333,0.5,80.6666666666667,14.1666666666667,0.666666666666667,2.83333333333333,0.166666666666667,1.83333333333333,4.16666666666667,"N"
"178","arftha01",5,1952,60,181.2,23.2,45.8,9.2,2.6,2.6,23.6,1.6,2,26.6,27.4,1,0.4,2.2,1,3.2,"N"
"179","ariasal01",11,2002,70.4545454545455,161.181818181818,18.4545454545455,42.7272727272727,7.63636363636364,0.545454545454545,1.63636363636364,17.8181818181818,0.909090909090909,0.454545454545455,19.1818181818182,16.4545454545455,1.27272727272727,2.09090909090909,1.54545454545455,1.45454545454545,4.27272727272727,"N"
"180","ariasge01",5,1999,34.6,96,9.2,22.8,3.6,0.4,2.8,11,0.4,0,24.2,5,0.4,0.4,1.2,0,2.8,"N"
"181","ariasjo01",9,2015,52.6666666666667,116.888888888889,12.4444444444444,31,5.11111111111111,1.22222222222222,0.777777777777778,10.5555555555556,1.44444444444444,0.333333333333333,16.6666666666667,4.11111111111111,0.777777777777778,0.888888888888889,1.33333333333333,1,2.66666666666667,"N"
"182","arletbu01",1,1931,121,418,65,131,26,7,18,72,3,1,39,45,1,5,1,1,3,"N"
"183","armasto01",14,1989,102.285714285714,368.857142857143,43.8571428571429,93,14.5714285714286,2.78571428571429,17.9285714285714,58.2142857142857,1.28571428571429,1.42857142857143,85.7857142857143,18.5714285714286,2.64285714285714,1.07142857142857,0.785714285714286,3.71428571428571,10.6428571428571,"N"
"184","armbrch01",4,1907,32.75,88.75,6,13.25,2.75,0.25,0,3,1.5,1,13,13,1,0.5,2,1,3,"N"
"185","armbred01",5,1977,44.8,53,9.2,13,2.2,1.2,0.8,3.8,3,2,14.2,4.8,0,0.2,1.8,0.6,0.8,"N"
"186","armbrha01",1,1906,91,265,40,63,6,3,2,24,13,1,39,43,1,4,18,1,3,"N"
"187","arndtha01",5,1907,54.2,197,23.6,48.8,5.2,4,1.2,19.8,5.4,1,16.4,17,1,1.4,3.6,1,3,"N"
"188","arnolch01",6,1976,45.5,72.5,7.83333333333333,17.1666666666667,2,0.833333333333333,0.666666666666667,8.5,0.166666666666667,0.333333333333333,12.6666666666667,7,0.833333333333333,0.166666666666667,0.166666666666667,0.666666666666667,2.16666666666667,"N"
"189","arnovmo01",8,1946,73.75,251.625,29.25,72.125,13,1.5,2.75,32.625,2.125,1,17.375,23.125,1,1.25,2.625,1,7.625,"N"
"192","arteahu01",1,2019,41,122,11,24,4,0,0,4,1,1,28,8,0,2,3,0,2,"N"
"193","asbjoca01",4,1932,24.25,55.25,4.75,13,2.5,0.25,0.25,6.75,0,0.5,11.25,2.25,1,0.5,0.5,1,3,"N"
"194","ascheco01",5,2017,78,247.6,25.8,58,14.2,0.8,6.4,25.8,1,0.8,66.2,19,2.2,1.8,0.6,0.8,2.6,"N"
"195","ashburi01",15,1962,145.933333333333,557.666666666667,88.1333333333333,171.6,21.1333333333333,7.26666666666667,1.93333333333333,39.0666666666667,15.6,6.33333333333333,38.0666666666667,79.8666666666667,2.13333333333333,2.86666666666667,7.46666666666667,1.6,5.53333333333333,"Y"
"196","ashbyal01",17,1989,80.5882352941177,242.529411764706,23.3529411764706,59.4117647058824,10.7647058823529,0.764705882352941,5.29411764705882,30.1764705882353,0.411764705882353,0.588235294117647,36.5882352941176,27.1176470588235,3.88235294117647,0.647058823529412,3.23529411764706,2.41176470588235,7.35294117647059,"N"
"197","ashfotu01",7,1984,31.7142857142857,72.8571428571429,6,15.8571428571429,4.42857142857143,0.142857142857143,0.857142857142857,7.85714285714286,0.714285714285714,0.428571428571429,10.7142857142857,6.71428571428571,0.857142857142857,0.142857142857143,0.714285714285714,0.857142857142857,1.57142857142857,"N"
"198","ashlebi01",7,1998,40.1428571428571,88.2857142857143,8,20.5714285714286,3.28571428571429,0.142857142857143,4,12,0,0,33.7142857142857,9,0.714285714285714,0.571428571428571,0,0.428571428571429,2.14285714285714,"N"
"199","asprobo01",13,1971,101.846153846154,336.076923076923,29.6923076923077,84.8461538461538,10.3846153846154,2,4.61538461538461,35.1538461538462,1.46153846153846,1.84615384615385,35.3076923076923,25.6153846153846,4,2.23076923076923,2.76923076923077,2.46153846153846,10.0769230769231,"N"
"200","asproke01",11,1963,43.1818181818182,134.818181818182,15.5454545454545,33.5454545454545,6.27272727272727,0.272727272727273,1.72727272727273,11.2727272727273,0.636363636363636,0.454545454545455,13.5454545454545,16.2727272727273,0.363636363636364,0.545454545454545,1.18181818181818,0.909090909090909,4.45454545454545,"N"
"201","asselbr01",6,1981,47.3333333333333,95.6666666666667,8.66666666666667,24.3333333333333,4.5,0.666666666666667,2,11.3333333333333,0.833333333333333,0.666666666666667,12.3333333333333,6.33333333333333,1,0.5,0.833333333333333,1.5,2.83333333333333,"N"
"202","astrojo01",10,1956,54.4,157.9,16.3,40.1,5.1,1,1.3,15.6,0.6,0.6,12.4,17.7,1.4,1.4,2,0.8,6,"N"
"204","asuajca01",3,2018,58.3333333333333,173.333333333333,15,41.6666666666667,8,0.666666666666667,2,14,0.333333333333333,0.666666666666667,42,17.6666666666667,0.333333333333333,1,2,1.33333333333333,3.66666666666667,"N"
"205","atkinga01",8,2010,102.125,366,49.875,104.375,21.125,0.875,12.375,61,1,0.5,56.125,36.375,1.5,2.5,0,4.25,11.75,"N"
"206","attredi01",2,1927,30.5,72,13,15.5,1,1,0.5,8,0.5,1,11.5,10,1,0,2.5,1,3,"N"
"207","atwelto01",7,1956,54,159.571428571429,16.5714285714286,41.4285714285714,5.85714285714286,1,1.28571428571429,15.7142857142857,0.571428571428571,0.714285714285714,12,23,2,1.14285714285714,1.57142857142857,1.42857142857143,5.14285714285714,"N"
"208","atwoobi01",5,1940,68.4,192.2,16.4,44,8.2,0.8,1.4,22.4,0.8,1,17.8,18.6,1,0.6,2.6,1,4,"N"
"209","atzja01",4,1909,52.25,151.25,16,33,5.25,0.75,0,12.25,5.75,1,13.5,17.25,1,1.5,8.25,1,3,"N"
"210","aubreha01",1,1903,96,325,26,69,8,2,0,27,7,1,36,18,1,5,9,1,3,"N"
"211","aubremi01",2,2009,23,67.5,7,17.5,3.5,0,3,8.5,0,0,7.5,5,0,0,0,0,2,"N"
"212","auderi01",3,1996,20.6666666666667,50.3333333333333,3.66666666666667,11.3333333333333,3,0,0.666666666666667,8,0.333333333333333,0.666666666666667,11.6666666666667,2.33333333333333,0,0,0,0,1.33333333333333,"N"
"213","auerbri01",11,1981,56.7272727272727,127.909090909091,15.1818181818182,28.0909090909091,5.09090909090909,0.454545454545455,0.818181818181818,7.81818181818182,3.27272727272727,1.90909090909091,18,11.5454545454545,0.909090909090909,0.545454545454545,2,0.454545454545455,3.27272727272727,"N"
"214","aultdo01",4,1980,64,178.25,16.5,42,7.25,1.25,4.25,21.5,1,1.25,27,17.75,1.5,1.75,1.25,1,7.25,"N"
"215","aurilri01",16,2009,103.25,357.5625,46.5625,98.5,18.8125,1.375,11.625,47.25,1.4375,1.125,53.8125,28.125,1.375,1.5,2.25,2.9375,8.75,"N"
"216","ausmubr01",19,2010,103.736842105263,330.473684210526,37.7894736842105,83.1052631578947,14.2105263157895,1.78947368421053,4.21052631578947,31.9473684210526,5.36842105263158,2.78947368421053,54.4210526315789,33.3684210526316,3.63157894736842,3.63157894736842,4.31578947368421,1.94736842105263,10.5789473684211,"N"
"217","austiji01",18,1929,87.7777777777778,299.333333333333,36.7222222222222,73.7777777777778,9.66666666666667,4.22222222222222,0.722222222222222,21.6666666666667,13.5555555555556,2.88888888888889,29.1111111111111,32.8888888888889,1,2.44444444444444,15.4444444444444,1,3,"N"
"218","austity01",7,2019,29.8571428571429,74.4285714285714,10.7142857142857,16.2857142857143,2.85714285714286,0.142857142857143,4.71428571428571,13,0.571428571428571,0.285714285714286,30.7142857142857,7.71428571428571,0.142857142857143,0.285714285714286,0,0.857142857142857,1,"N"
"219","autrych01",3,1909,27,85.6666666666667,7.33333333333333,16.6666666666667,2,0,0,5.66666666666667,2,1,9.33333333333333,8,1,0.666666666666667,5,1,3,"N"
"220","autrych02",6,1930,20,46.1666666666667,3.5,11.3333333333333,2.83333333333333,0.5,0.333333333333333,5.5,0,0,4.83333333333333,1.16666666666667,1,0.333333333333333,1.66666666666667,1,3,"N"
"221","avenbr01",6,2002,43.1666666666667,101.5,14.1666666666667,27.6666666666667,5.5,0.333333333333333,3.33333333333333,17.1666666666667,1,0.666666666666667,22.5,9.5,0.166666666666667,1.83333333333333,0,1,2,"N"
"222","averiea01",14,1941,119.142857142857,453.785714285714,87.4285714285714,144.214285714286,28.6428571428571,9.14285714285714,17,83.1428571428571,5,4.14285714285714,37,55.2857142857143,1,2.35714285714286,3.92857142857143,1,2.64285714285714,"Y"
"223","averiea02",8,1963,56.125,128.875,17.125,31.125,5.125,0,5.5,19.875,0.375,0.375,27.5,20.25,1,1,0.625,1.375,2.75,"N"
"225","avilabo01",13,1959,100,355.384615384615,55.7692307692308,99.6923076923077,14.2307692307692,2.69230769230769,6.15384615384615,35.9230769230769,6,4,30.6923076923077,43.1538461538462,0.692307692307692,1.07692307692308,10.3076923076923,1.46153846153846,9.30769230769231,"N"
"226","avilemi01",11,2017,83.1818181818182,273.545454545455,34.5454545454545,71.4545454545455,12.6363636363636,1.18181818181818,5.45454545454545,27.8181818181818,7.09090909090909,2.81818181818182,38.5454545454545,12.8181818181818,0.545454545454545,1.45454545454545,3.45454545454545,2.72727272727273,8.09090909090909,"N"
"227","avilera01",4,1981,29.25,47.5,5.25,12.75,2.25,0,0.5,6,0,0,5.5,5.25,0.75,0.25,2.25,0.5,1,"N"
"228","ayalabe01",10,1985,42.5,86.5,11.4,21.7,4.2,0.1,3.8,14.5,0.2,0.4,13.6,7.1,0.7,0.2,0.1,1.2,2.2,"N"
"229","aybarer01",13,2017,111.846153846154,398.076923076923,49.4615384615385,107.846153846154,19.6923076923077,3.53846153846154,4.46153846153846,36.3846153846154,11.9230769230769,4.76923076923077,51.5384615384615,21.9230769230769,1.38461538461538,4,5.76923076923077,3,8.23076923076923,"N"
"230","aybarwi01",6,2010,67.5,203.166666666667,22.8333333333333,52.5,11.3333333333333,0.333333333333333,5.5,26.1666666666667,1.16666666666667,0.833333333333333,34.3333333333333,23.6666666666667,1,2.33333333333333,1.16666666666667,1.33333333333333,3.66666666666667,"N"
"231","azcuejo01",15,1972,60.6,188.533333333333,13.4,47.4666666666667,6.26666666666667,0.6,3.33333333333333,20.2666666666667,0.333333333333333,0.8,22.9333333333333,13.8,3,1.13333333333333,0.733333333333333,2.13333333333333,5.8,"N"
"232","azocaos01",3,1992,67.3333333333333,146.333333333333,12.6666666666667,33,5.33333333333333,0,1.66666666666667,12,3.33333333333333,0,12,4,0.666666666666667,0.666666666666667,1.33333333333333,1,1.66666666666667,"N"
"233","babbch01",3,1905,115.666666666667,393.333333333333,48,95.6666666666667,13.6666666666667,4.33333333333333,0,38.6666666666667,22,1,58,41.6666666666667,1,15,8.66666666666667,1,3,"N"
"234","babelo01",3,1953,40,127.333333333333,12.3333333333333,28.3333333333333,6,0.666666666666667,0.666666666666667,8.66666666666667,0.333333333333333,0.333333333333333,8.66666666666667,13,1,0.666666666666667,1,1,3,"N"
"235","babitsh01",1,1981,54,156,10,40,1,3,0,14,5,4,13,13,1,0,2,0,6,"N"
"236","backmwa01",14,1993,78.7142857142857,231.785714285714,34.4285714285714,63.7857142857143,9.85714285714286,1.35714285714286,0.714285714285714,17.1428571428571,8.35714285714286,3.71428571428571,34.2857142857143,26.5,0.642857142857143,0.357142857142857,4.85714285714286,1.35714285714286,3.92857142857143,"N"
"238","badgrre01",2,1930,71.5,191,28.5,49,15,1.5,1,22.5,2,2.5,21,12,1,2,6,1,3,"N"
"239","baergca01",16,2005,101.875,339.9375,45.6875,98.9375,17.4375,1.0625,8.375,48.375,3.6875,1.5,36.25,18.1875,2.5625,4.5625,1.625,4.125,9.875,"N"
"241","baezjo01",2,1978,57,177.5,23.5,43.5,7,1,0.5,9.5,3.5,0.5,13.5,12.5,1,0.5,5,0,3,"N"
"242","baezke01",3,1993,21,50.3333333333333,3.33333333333333,9,3.33333333333333,0,0,2.33333333333333,0,0,5.66666666666667,4.33333333333333,0.333333333333333,0,1.33333333333333,0,1.33333333333333,"N"
"243","bagbyji02",10,1947,32.2,62,5.9,14,1.6,0.2,0.3,5.6,0.1,0.1,6.8,0.8,1,0.3,3.2,1,1.7,"N"
"244","bagwebi01",2,1925,46,71.5,6,21,3,1.5,1,10,0,0,7,4,1,0,2,1,3,"N"
"245","bagweje01",15,2005,143.333333333333,519.8,101.133333333333,154.266666666667,32.5333333333333,2.13333333333333,29.9333333333333,101.933333333333,13.4666666666667,5.2,103.866666666667,93.4,10.3333333333333,8.53333333333333,0.2,6.8,14.7333333333333,"Y"
"246","bailebi01",12,1922,17.4166666666667,30.5,1.91666666666667,5.91666666666667,0.333333333333333,0.0833333333333333,0,1.25,0.25,0.833333333333333,12.3333333333333,1.66666666666667,1,0,1.16666666666667,1,3,"N"
"247","bailebo01",18,1978,107.277777777778,337.888888888889,42.8888888888889,86.8888888888889,13,2.38888888888889,10.5,42.9444444444444,4.72222222222222,4.61111111111111,62.5555555555556,47.3333333333333,3.72222222222222,0.944444444444444,2.22222222222222,2.88888888888889,10.8333333333333,"N"
"248","baileed01",16,1966,75.75,223.8125,27,57.1875,8,0.9375,9.6875,33.75,1.0625,1.125,36.0625,34.0625,4.9375,1.5625,1.25,2.375,5.0625,"N"
"249","bailefr01",3,1918,20,41.3333333333333,3.33333333333333,7.66666666666667,0.666666666666667,0.333333333333333,0.333333333333333,2,1,1,9.66666666666667,3,1,1,0.666666666666667,1,3,"N"
"250","bailege01",6,1924,35.5,105.666666666667,15.8333333333333,26,2.66666666666667,1.16666666666667,0.333333333333333,8.66666666666667,2.16666666666667,2.83333333333333,10.1666666666667,10.5,1,1.16666666666667,3.83333333333333,1,3,"N"
"251","baileje01",3,2009,18.6666666666667,45.3333333333333,8.33333333333333,10.3333333333333,1.33333333333333,1,2,5.33333333333333,0,0,13,6.33333333333333,0.333333333333333,1.33333333333333,0,0,2.33333333333333,"N"
"252","bailema01",7,1992,48.5714285714286,135.571428571429,14.4285714285714,29.8571428571429,5.28571428571429,0.142857142857143,3.42857142857143,14.4285714285714,0.285714285714286,0.714285714285714,31.7142857142857,23.7142857142857,3.28571428571429,0.428571428571429,0.428571428571429,0.714285714285714,4.85714285714286,"N"
"253","bailobo01",11,1985,86.8181818181818,267,30.8181818181818,70.4545454545455,9.72727272727273,2.09090909090909,0.818181818181818,20.1818181818182,8.18181818181818,3.27272727272727,14.9090909090909,17,0.909090909090909,1.81818181818182,3.81818181818182,1.81818181818182,4.63636363636364,"N"
"254","baineha01",27,2001,104.814814814815,366.962962962963,48.1111111111111,106.148148148148,18.0740740740741,1.81481481481481,14.2222222222222,60.2962962962963,1.25925925925926,1.25925925925926,53.3703703703704,39.3333333333333,6.92592592592593,0.518518518518518,0.333333333333333,3.66666666666667,11.037037037037,"N"
"255","bairdal01",2,1919,24,53.5,4.5,13.5,0.5,0,0,4.5,2.5,1,5.5,3.5,1,0,0.5,1,3,"N"
"256","bairddo01",10,1920,61.7,210.6,23,49.2,8.6,4.5,0.6,19.1,11.8,3.4,29.5,15.7,1,1.2,7.8,1,3,"N"
"257","bakerbi01",8,1949,32.875,73.5,5.625,18.125,3.125,0.625,0.25,8.5,0.75,1,3.75,8.5,1,0.375,0.625,1,2.375,"N"
"258","bakerch02",3,1981,31,48.6666666666667,4.66666666666667,9,0.666666666666667,1,0,3,0,0,9,1,0,0,3,0,1.33333333333333,"N"
"259","bakerde01",3,1916,57.6666666666667,100.666666666667,9,21,3,1.33333333333333,0,7.33333333333333,1.66666666666667,1.33333333333333,10.6666666666667,10.6666666666667,1,0.666666666666667,6,1,3,"N"
"260","bakerdo01",7,1990,19.4285714285714,35.1428571428571,5.42857142857143,7.28571428571429,1.57142857142857,0.285714285714286,0,3.14285714285714,0.428571428571429,0,8.85714285714286,2.57142857142857,0,0.428571428571429,1.14285714285714,0.142857142857143,0.142857142857143,"N"
"261","bakerdu01",19,1986,107.315789473684,374.578947368421,50.7368421052632,104.263157894737,16.8421052631579,1.21052631578947,12.7368421052632,53.3157894736842,7.21052631578947,3.84210526315789,48.7368421052632,40.1052631578947,2.73684210526316,1.57894736842105,1.42105263157895,4.47368421052632,8.31578947368421,"N"
"262","bakerfl01",15,1955,58.2666666666667,152,19,38.2,5.06666666666667,0.866666666666667,0.0666666666666667,13.0666666666667,1.53333333333333,1.66666666666667,11,25.4666666666667,0.933333333333333,0.4,1.73333333333333,0.8,2.2,"N"
"263","bakerfr01",13,1922,121.153846153846,460.307692307692,68.2307692307692,141.384615384615,24.2307692307692,7.92307692307692,7.38461538461539,75.9230769230769,18.0769230769231,2.92307692307692,24,36.3846153846154,1,3.84615384615385,11.7692307692308,1,3,"Y"
"264","bakerfr02",2,1971,62.5,176.5,19.5,41,8.5,2,2,19,1.5,2,34,13,1.5,1,0,1.5,4,"N"
"265","bakerfr03",4,1974,36.5,72,7,13.75,2,0.75,0.25,6,1,0.5,15,10,0.75,0.5,0.5,0.5,1,"N"
"266","bakerge02",9,1961,70,247.777777777778,29.4444444444444,65.5555555555556,12.1111111111111,2.33333333333333,4.33333333333333,25.2222222222222,2.33333333333333,1.88888888888889,24.3333333333333,20.4444444444444,1.22222222222222,1,5.55555555555556,2.11111111111111,6.11111111111111,"N"
